ID	SubSystem	Description	Current Value	Message	Kept By	Available Domains	Edit?
5086	PKPS	Hold orders when account inactivity exceeds	0		System	"*System, Store, User, Terminal"	Yes
5088	PKPS	Print all items on Warehouse Pick Ticket	Yes		System	"*System, Store, User, Terminal"	Yes
5090	PKPS	Items to print on Packing List	F=All Items on 1st version only		System	"*System, Store, User, Terminal"	Yes
5094	AOE	Default freight SKU to use on shipped orders			System	"*System, Store"	Yes
5100	AOE	Include backordered items in Transaction Total	No		System	*System	No
5106	AOE	"Use ""Order Balance in Credit Available"" feature"	No		System	*System	No
5107	AOE	Use Return Merchandise Authorization transaction	No		System	*System	No
5108	AOE	Allow ability to flag orders for automatic transfer from another store	No		System	"*System, Store"	No
5109	PKPS	"Can Order be invoiced without doing ""Release for Picking"""	No		System	"*System, Store, User, Terminal"	No
5110	PKPS	Hold Options govern ability to invoice an order	No		System	"*System, Store"	No
5111	AOE	Use Ship Via's in Order Entry	No		System	*System	Yes
5112	PKPS	Items added to a Picked or Shipped status order will be invoiced?	No - Items just added will not be invoiced without doing 'release for picking'		System	"*System, Store, User, Terminal"	No
5120	POS	Update store order was created in when invoicing from another store	No		System	*System	Yes
5122	POS	Does the receipt for a Suspended sale print the items?	Yes		System	"*System, Store, User, Terminal"	Yes
5123	POS	Display Suspended Transactions on POS Signon	No		System	"*System, Store, User"	Yes
5124	POS	Print sequence for bankcard receipts	2=Customer receipt followed by Signature/Store receipt		System	"*System, Store, Terminal"	Yes
5126	POS	Use card bin ranges to determine credit/debit/gift card type	Yes		System	"*System, Store"	Yes
5127	POS	Debit Bin Range Checking on System	No		System	*System	Yes
5133	POS	Directory that contains third party transaction import files			Terminal	*Terminal	No
5136	POS	Clear the credit tax amount when Ace Reward subtotal is zero or positive	Yes		System	"*System, Store"	Yes
5144	POS	Alternate currency exchange rate	0		Store	*Store	Yes
5146	PKPS	Print warehouse pick ticket direct (from POS)?	Yes		System	*System	Yes
5148	POS	Invoices printed from report QRPRINT uses an Enhanced Form	No		System	"*System, Store"	Yes
5152	POS	Backorder Pick Tickets print on the terminal's Order printer	Yes		System	"*System, Store"	Yes
5154	PKPS	Print 'leading' comments on Pick Tickets	No		System	"*System, Store"	Yes
5155	PKPS	Print 'leading' comments on Packing List	No		System	"*System, Store"	Yes
5156	PKPS	Print 'leading' comments on Invoices	No		System	"*System, Store"	Yes
5157	POS	Prompt clerk to reprice status R transfers when recalled	No		Store	"System, *Store, User, Terminal"	Yes
5158	AOE	Prompt for backorder when reducing the quantity on order or s/o	Always prompt to backorder the difference		System	"*System, Store, Terminal"	No
5159	POS	What does security bit 543 = No mean?	1=Clerk can change the cost of any item on a special order transactions		System	"*System, Store"	Yes
5160	AOE	Automatically place backordered BOM components on Buyer's List	No		System	"*System, Store, User, Terminal"	No
5162	A/R	Keep Daily Tax Information?	Yes		System	*System	Yes
5164	AOE	Does Total's <QUOTE> button print or not print?	No		System	"*System, Store, User, Terminal"	Yes
5165	AOE	Does Total's <ORDER> button print or not print?	No		System	"*System, Store, User, Terminal"	Yes
5166	AOE	Default for the Print field in the Total's <Save As> dialog?	No		System	"*System, Store, User, Terminal"	No
5167	POS	Type of prompt given when the clerk presses the Void Transaction button	1=List of reason codes		System	"*System, Store, User, Terminal"	Yes
5168	POS	What actions does security bits 565/566 control?	1=Actions bit 565/566 control are -  manually typing in price; Ctrl D; Ctrl P; Ctrl O		System	"*System, Store"	Yes
5350	POS	Department used to track Direct Ship activity			System	*System	Yes
5352	POS	Department used to track Buyout activity			System	*System	Yes
5354	POS	Department used to track Agency Sales activity			System	*System	Yes
5360	POS	Gift/Cash card type	A=Wildcard (including Ace)		System	"*System, Store"	Yes
5364	POS	Gift/Cash Card activation minimum amount	5		System	"*System, Store, User, Terminal"	Yes
5366	POS	Gift/Cash Card activation maximum amount	250		System	"*System, Store, User, Terminal"	Yes
5368	POS	Gift/Cash Card cash-out maximum without M/O	0		System	"*System, Store, User, Terminal"	Yes
5380	POS	Update finished goods sku date of last receipt	Yes		Store	"System, *Store"	Yes
5382	POS	Update cost on finished goods sku	N=Do not update any cost		Store	"System, *Store"	Yes
5384	POS	Update quantity on order for finished goods sku	Yes		Store	"System, *Store"	Yes
5386	POS	Update BOM component Cur Per Sale on finished goods processing	Yes		Store	"System, *Store"	Yes
5388	POS	Update BOM component Date of Last Sale on finished goods processing	Yes		Store	"System, *Store"	Yes
5389	POS	Set BOM Component Print flag to Not Printed when posting a zero quantity	No		System	"*System, Store"	Yes
5392	POS	Include Special Records in Bill of Material Price Override	Yes		System	"*System, Store"	Yes
5400	POS	Cash - Maximum amount on a sale without M/O	99999.99		Store	"System, *Store, User, Terminal"	Yes
5401	POS	Check - Maximum amount on a sale without M/O	5000		Store	"System, *Store, User, Terminal"	Yes
5402	POS	Bankcard - Maximum amount on a sale without M/O	99999.99		Store	"System, *Store, User, Terminal"	Yes
5403	POS	Cash Refund - Maximum amount without a M/O	19		Store	"System, *Store, User, Terminal"	Yes
5404	POS	Maximum amount cash back on debit card (PinPad)	99999.99		Store	"System, *Store, User, Terminal"	Yes
5412	POS	Minimum amount for issuing a store voucher	10		Store	"System, *Store, User, Terminal"	Yes
5413	POS	Advanced Rainchecks in POS	Y=Rainchecks tracked & used in suggested ordering		System	"*System, Store"	Yes
5414	POS	% of Raincheck Quantity to order - used when no item level %	100		System	"*System, Store"	Yes
5415	POS	Adv Raincheck - have Ctrl P prompt for raincheck	Yes		System	"*System, Store"	Yes
5416	POS	Default beginning cash for cash drawers	0		System	"*System, Store, User, Terminal"	Yes
5417	POS	Offline Credit Authorization Upload for Protobase	Yes		System	"System, *Store"	Yes
5418	POS	Offline Credit Authorization floor limit	99999.99		Store	"System, *Store, User, Terminal"	Yes
5419	POS	"Accumulate and Print Cash Drawer Totals By Clerk, Terminal, or Store"	Terminal		System	"*System, Store"	Yes
5420	POS	Reprint invoices from QuickRecall to receipt printer	N=Invoice printer		Terminal	"*System, Store, Terminal"	Yes
5421	POS	POS timeout (seconds) for automatic return to Clerk	90		System	"*System, Store, Terminal"	Yes
5422	POS	Number of prior selling prices to show in POS	5		System	"*System, Store, Terminal"	Yes
5423	POS	Add/change Estimate Use Codes	Estimate Use Codes		System	"*System, Store"	Yes
5424	POS	Recover abnormally terminated sales or credits when starting POS	Yes		System	"*System, Store, User, Terminal"	Yes
5425	POS	Apply CPP pricing to Keep Prices = No items	Yes		System	*System	Yes
5426	POS	Recalculate cost on Keep Prices = No items when price is changed	Yes		System	*System	Yes
5427	POS	Print cash drawer totals with bankcards broken out by type	Yes		System	"*System, Store, User, Terminal"	Yes
5428	POS	Prompt for beginning cash for cash drawers	No		System	"*System, Store, User, Terminal"	Yes
5429	POS	Automatic description lookup from item (Sku) field	Yes		System	"*System, Store, User, Terminal"	Yes
5430	POS	"Smart POS item lookup by Sku, UPC, Mfg Part #"	M=Lookup item # first by Sku then UPC then Mfg PN		System	"*System, Store, Terminal"	Yes
5431	POS	Tally 2 component print format	Components		System	"*System, Store, User, Terminal"	Yes
5432	POS	Allow quick add of customers/jobs in POS	No		System	"*System, Store"	Yes
5434	POS	Open cash drawer detection enabled on system	No		System	"System, Store, *Terminal"	Yes
5435	POS	Allow double-click in posting grid to invoke item change?	Yes		System	"*System, Store, User, Terminal"	Yes
5436	POS	Allow UPC capture on Keep Stock = No SKU's	No		System	*System	Yes
5437	POS	Format of the invoice's Mfg Part #/UPC line	N=Don't Print		System	"*System, Store, Terminal"	Yes
5438	POS	Invoice prints Mfg Part#/UPC line on Sales/Credits	N=Do not print on Sales/Credits		System	"*System, Store, Terminal"	Yes
5439	POS	"Invoice prints Mfg Part#/UPC line on Estimates, Orders, Special Orders"	None		System	"*System, Store, Terminal"	Yes
5440	POS	Invoice prints Mfg Part#/UPC line on Transfers	Y=Print on Transfers		System	"*System, Store, Terminal"	Yes
5442	POS	Cash Drawer Balancing typically done at EOD or the following day?	Following Day		System	"*System, Store"	Yes
5443	POS	Continue Using Open Cash Drawers From Previous Day	No		System	"*System, Store"	Yes
5447	POS	Check Quantity Insufficient on Special Orders	No		Terminal	*Terminal	Yes
5449	POS	Estimates - Use 'established' price on subsequent posting of same item	No		System	"*System, Store"	Yes
5450	POS	Default days for Estimate Expiration Date	1		System	"*System, Store, User, Terminal"	Yes
5451	POS	Item cost/GP% in WinPOS displays readable	Yes		System	"*System, Store, User, Terminal"	Yes
5452	POS	Default for Estimate Archive flag	No		System	"*System, Store, User, Terminal"	Yes
5453	POS	On Suspended accounts allow estimates to be created/modified	No		System	"*System, Store"	Yes
5456	AOE	Display Source Menu when?	Never		Terminal	"System, Store, User, *Terminal"	No
5458	AOE	Automatically place backorders on Buyer's List	N=Do not prompt and do not put on Buyer's List		Terminal	"System, Store, User, *Terminal"	No
5459	AOE	Default Vendor for backorders placed on Buyer's List.	Primary Vendor		Store	"System, *Store, User, Terminal"	No
5460	POS	Layaway Payment - 1st tier upper limit	0		Store	"System, *Store, User, Terminal"	Yes
5461	POS	Layaway Payment - 1st tier percentage	0		Store	"System, *Store, User, Terminal"	Yes
5462	POS	Layaway Payment - 2nd tier upper limit	0		Store	"System, *Store, User, Terminal"	Yes
5463	POS	Layaway Payment - 2nd tier percentage	0		Store	"System, *Store, User, Terminal"	Yes
5466	POS	Layaway Payment - final tier percentage	0		Store	"System, *Store, User, Terminal"	Yes
5468	POS	Layaway Payment - allow payment by bankcard	Yes		Store	"System, *Store, User, Terminal"	Yes
5469	POS	Layaway Payment - allow payment by charge	Yes		Store	"System, *Store, User, Terminal"	Yes
5472	POS	Tax Exemption - Applies to which customers?	N=Do Not Use this feature		System	"*System, Store"	Yes
5479	POS	Print a store copy receipt for debit card	Yes		System	"*System, Store"	Yes
5481	POS	Print a store copy receipt for returns	Yes		System	"*System, Store"	Yes
5482	POS	"Default answer for ""Print Invoice"" prompt on cash sale"	Y=Ask and defaults to Yes		Terminal	"*System, Store, Terminal"	Yes
5483	POS	"Default answer for ""Add S/O Item to Inventory"" Prompt"	N=Ask and defaults to No		System	"*System, Store, Terminal"	Yes
5484	POS	Page break on location for orders	No page breaks		Store	"System, *Store, Terminal"	Yes
5485	POS	Calculate terms discount on deposits	N=Do not calculate terms discounts		System	*System	Yes
5486	POS	Trade discount percentage threshold (line items and entire transaction)	10		System	"*System, Store, User, Terminal"	Yes
5487	POS	Promo discount percentage threshold	50		System	"*System, Store, User, Terminal"	Yes
5488	POS	Store Voucher required on a POS Refund	No		System	"*System, Store"	Yes
5489	POS	Print a separate Store Voucher receipt on a Refund/Re-Issue	S=Voucher and store copy		System	"*System, Store"	Yes
5490	POS	Print store number next to document # on invoices and receipts	Yes		System	"*System, Store"	Yes
5491	POS	Print order on N form is Description followed by Sku	No		System	"*System, Store"	Yes
5492	POS	Print cash account's name on invoice when no address	Yes		System	"*System, Store"	Yes
5493	POS	When to give price less than cost warning	M=Only when manually entered		System	"*System, Store"	Yes
5494	POS	Require cash customer information on a return	Yes		System	"*System, Store"	Yes
5495	POS	Minimum GP% when price and/or cost manually entered	0		System	"*System, Store, User, Terminal"	Yes
5496	POS	Languages on PinPad	1=English		System	"*System, Store, Terminal"	Yes
5497	POS	Default PinPad device to debit mode	No		System	"*System, Store, Terminal"	Yes
5498	POS	Default PinPad to swipe first	Yes		System	"*System, Store, Terminal"	Yes
5499	POS	Debit allowed on credit / PinPad terminal	No		System	"*System, Store, Terminal"	Yes
5500	POS	Alternate tender 1 description	In Store Coupon		System	*System	Yes
5501	POS	Alternate tender 1 open cash drawer?	No		Store	*Store	Yes
5504	POS	Alternate tender 1 available on Sale transaction?	Yes		Store	*Store	Yes
5505	POS	Alternate tender 1 enabled?	Yes		Store	"System, *Store, User, Terminal"	Yes
5506	POS	Alternate tender 1 available on Credit transaction?	Yes		Store	*Store	Yes
5509	POS	Alternate tender 1 available on ROA transaction?	No		Store	*Store	Yes
5510	POS	Alternate tender 1 available on Deposits?	No		Store	*Store	Yes
5512	POS	Alternate tender 1 allow cash back?	No		Store	*Store	Yes
5514	POS	Alternate tender 1 maximum amount without manager override	250		Store	"System, *Store, User, Terminal"	Yes
5516	POS	Alternate tender 1 type			Store	*Store	Yes
5520	POS	Alternate tender 2 description	Mfg Coupon		System	*System	Yes
5521	POS	Alternate tender 2 open cash drawer?	No		Store	*Store	Yes
5524	POS	Alternate tender 2 available on Sale transaction?	Yes		Store	*Store	Yes
5525	POS	Alternate tender 2 enabled?	Yes		Store	"System, *Store, User, Terminal"	Yes
5526	POS	Alternate tender 2 available on Credit transaction?	Yes		Store	*Store	Yes
5529	POS	Alternate tender 2 available on ROA transaction?	No		Store	*Store	Yes
5530	POS	Alternate tender 2 available on Deposits?	No		Store	*Store	Yes
5532	POS	Alternate tender 2 allow cash back?	No		Store	*Store	Yes
5534	POS	Alternate tender 2 maximum amount without manager override	250		Store	"System, *Store, User, Terminal"	Yes
5536	POS	Alternate tender 2 type			Store	*Store	Yes
5540	POS	Alternate tender 3 description	Gift Certificate		System	*System	Yes
5541	POS	Alternate tender 3 open cash drawer?	No		Store	*Store	Yes
5544	POS	Alternate tender 3 available on Sale transaction?	Yes		Store	*Store	Yes
5545	POS	Alternate tender 3 enabled?	Yes		Store	"System, *Store, User, Terminal"	Yes
5546	POS	Alternate tender 3 available on Credit transaction?	No		Store	*Store	Yes
5549	POS	Alternate tender 3 available on ROA transaction?	No		Store	*Store	Yes
5550	POS	Alternate tender 3 available on Deposits?	No		Store	*Store	Yes
5552	POS	Alternate tender 3 allow cash back?	No		Store	*Store	Yes
5554	POS	Alternate tender 3 maximum amount without manager override	250		Store	"System, *Store, User, Terminal"	Yes
5556	POS	Alternate tender 3 type			Store	*Store	Yes
5560	POS	Alternate tender 4 description	In Store Voucher		System	*System	Yes
5561	POS	Alternate tender 4 open cash drawer?	No		Store	*Store	Yes
5564	POS	Alternate tender 4 available on Sale transaction?	Yes		Store	*Store	Yes
5565	POS	Alternate tender 4 enabled?	Yes		Store	"System, *Store, User, Terminal"	Yes
5566	POS	Alternate tender 4 available on Credit transaction?	Yes		Store	*Store	Yes
5569	POS	Alternate tender 4 available on ROA transaction?	No		Store	*Store	Yes
5570	POS	Alternate tender 4 available on Deposits?	Yes		Store	*Store	Yes
5572	POS	Alternate tender 4 allow cash back?	Re-issue for remainder		Store	*Store	Yes
5574	POS	Alternate tender 4 maximum amount without manager override	300		Store	"System, *Store, User, Terminal"	Yes
5576	POS	Alternate tender 4 type	In Store Credit		Store	*Store	Yes
5580	POS	Alternate tender 5 description	Alt Tender 5		System	*System	Yes
5581	POS	Alternate tender 5 open cash drawer?	No		Store	*Store	Yes
5584	POS	Alternate tender 5 available on Sale transaction?	No		Store	*Store	Yes
5585	POS	Alternate tender 5 enabled?	No		Store	"System, *Store, User, Terminal"	Yes
5586	POS	Alternate tender 5 available on Credit transaction?	No		Store	*Store	Yes
5589	POS	Alternate tender 5 available on ROA transaction?	No		Store	*Store	Yes
5590	POS	Alternate tender 5 available on Deposits?	No		Store	*Store	Yes
5592	POS	Alternate tender 5 allow cash back?	No		Store	*Store	Yes
5594	POS	Alternate tender 5 maximum amount without manager override	0		Store	"System, *Store, User, Terminal"	Yes
5596	POS	Alternate tender 5 type			Store	*Store	Yes
5600	POS	Alternate tender 6 description	ACE GIFT CARD		System	*System	Yes
5601	POS	Alternate tender 6 open cash drawer?	No		Store	*Store	Yes
5604	POS	Alternate tender 6 available on Sale transaction?	Yes		Store	*Store	Yes
5605	POS	Alternate tender 6 enabled?	Yes		Store	"System, *Store, User, Terminal"	Yes
5606	POS	Alternate tender 6 available on Credit transaction?	No		Store	*Store	Yes
5609	POS	Alternate tender 6 available on ROA transaction?	No		Store	*Store	Yes
5610	POS	Alternate tender 6 available on Deposits?	Yes		Store	*Store	Yes
5612	POS	Alternate tender 6 allow cash back?	No		Store	*Store	Yes
5614	POS	Alternate tender 6 maximum amount without manager override	250		Store	"System, *Store, User, Terminal"	Yes
5616	POS	Alternate tender 6 type	Gift Card		Store	*Store	Yes
5620	POS	Alternate tender 7 description	Alt Tender 7		System	*System	Yes
5621	POS	Alternate tender 7 open cash drawer?	No		Store	*Store	Yes
5624	POS	Alternate tender 7 available on Sale transaction?	No		Store	*Store	Yes
5625	POS	Alternate tender 7 enabled?	No		Store	"System, *Store, User, Terminal"	Yes
5626	POS	Alternate tender 7 available on Credit transaction?	No		Store	*Store	Yes
5629	POS	Alternate tender 7 available on ROA transaction?	No		Store	*Store	Yes
5630	POS	Alternate tender 7 available on Deposits?	No		Store	*Store	Yes
5632	POS	Alternate tender 7 allow cash back?	No		Store	*Store	Yes
5634	POS	Alternate tender 7 maximum amount without manager override	0		Store	"System, *Store, User, Terminal"	Yes
5636	POS	Alternate tender 7 type			Store	*Store	Yes
5640	POS	Alternate tender 8 description	Alt Tender 8		System	*System	Yes
5641	POS	Alternate tender 8 open cash drawer?	No		Store	*Store	Yes
5644	POS	Alternate tender 8 available on Sale transaction?	No		Store	*Store	Yes
5645	POS	Alternate tender 8 enabled?	No		Store	"System, *Store, User, Terminal"	Yes
5646	POS	Alternate tender 8 available on Credit transaction?	No		Store	*Store	Yes
5649	POS	Alternate tender 8 available on ROA transaction?	No		Store	*Store	Yes
5650	POS	Alternate tender 8 available on Deposits?	No		Store	*Store	Yes
5652	POS	Alternate tender 8 allow cash back?	No		Store	*Store	Yes
5654	POS	Alternate tender 8 maximum amount without manager override	0		Store	"System, *Store, User, Terminal"	Yes
5656	POS	Alternate tender 8 type			Store	*Store	Yes
5660	POS	Alternate tender 9 description	Alt Tender 9		System	*System	Yes
5661	POS	Alternate tender 9 open cash drawer?	No		Store	*Store	Yes
5664	POS	Alternate tender 9 available on Sale transaction?	No		Store	*Store	Yes
5665	POS	Alternate tender 9 enabled?	No		Store	"System, *Store, User, Terminal"	Yes
5666	POS	Alternate tender 9 available on Credit transaction?	No		Store	*Store	Yes
5669	POS	Alternate tender 9 available on ROA transaction?	No		Store	*Store	Yes
5670	POS	Alternate tender 9 available on Deposits?	No		Store	*Store	Yes
5672	POS	Alternate tender 9 allow cash back?	No		Store	*Store	Yes
5674	POS	Alternate tender 9 maximum amount without manager override	0		Store	"System, *Store, User, Terminal"	Yes
5676	POS	Alternate tender 9 type			Store	*Store	Yes
5680	POS	Alternate tender 10 description	Alt Tender 10		System	*System	Yes
5681	POS	Alternate tender 10 open cash drawer?	No		Store	*Store	Yes
5684	POS	Alternate tender 10 available on Sale transaction?	No		Store	*Store	Yes
5685	POS	Alternate tender 10 enabled?	No		Store	"System, *Store, User, Terminal"	Yes
5686	POS	Alternate tender 10 available on Credit transaction?	No		Store	*Store	Yes
5689	POS	Alternate tender 10 available on ROA transaction?	No		Store	*Store	Yes
5690	POS	Alternate tender 10 available on Deposits?	No		Store	*Store	Yes
5692	POS	Alternate tender 10 allow cash back?	No		Store	*Store	Yes
5694	POS	Alternate tender 10 maximum amount without manager override	0		Store	"System, *Store, User, Terminal"	Yes
5696	POS	Alternate tender 10 type			Store	*Store	Yes
5700	INET	Ability for a user to access the Accounts On-Line features	Yes		User	*User	Yes
5704	INET	Ability for a user to access the Order Pro features	Yes		User	*User	Yes
5707	INET	"Ability for a user to view item quantities on hand, on order, committed"	Yes		User	"System, *User"	Yes
5709	INET	Ability for a user to create an Order Pro Estimate	Yes		User	*User	Yes
5710	INET	Ability for a user to create an Order Pro Order	Yes		User	*User	Yes
5711	INET	Ability for a user to change an estimate to an order	Yes		User	*User	Yes
5716	INET	Ability for users to view Catalog On-Line Pricing	No		System	*System	Yes
5717	INET	Ability for users to view quantities in Catalog On-Line	No		System	*System	Yes
5718	INET	Allow direct shipment of iNet e-Store orders	Yes		System	*System	Yes
5719	INET	Compute shipping costs for e-Store orders	Yes		System	*System	Yes
5720	INET	Contact Us email or link			Store	"System, *Store"	Yes
5721	INET	Store Address for computing shipping costs			Store	"System, *Store"	Yes
5725	INET	iNet lockin store			User	*User	Yes
5726	INET	iNet allow account selection	No		User	*User	Yes
5730	INET	View thumbnail images in iNet Catalog searches	No		Store	"System, *Store"	Yes
5731	INET	View National Account images in Catalog	None		Store	"System, *Store"	Yes
5732	INET	Use MAP for Catalog image lookups	No		Store	"System, *Store"	Yes
5733	INET	Vendor code for National Account images			Store	"System, *Store"	Yes
5750	INET	Require credit card on will call orders	No		Store	"System, *Store"	Yes
5751	INET	Require credit card identification number in e-Store	No		Store	"System, *Store"	No
5752	INET	Accept Visa cards in e-Store	No		Store	"System, *Store"	Yes
5753	INET	Accept Mastercard in e-Store	No		Store	"System, *Store"	Yes
5754	INET	Accept Discover Card in e-Store	No		Store	"System, *Store"	Yes
5755	INET	Accept American Express in e-Store	No		Store	"System, *Store"	Yes
5756	INET	Accept Diners card in e-Store	No		Store	"System, *Store"	Yes
5757	INET	Accept Carte Blanche in e-Store	No		Store	"System, *Store"	Yes
5758	INET	Accept Private Label cards in e-Store	No		Store	"System, *Store"	Yes
5760	INET	iNet e-Store freight factor	1		Store	"System, *Store"	Yes
5769	INET	Replace the OrderPro Reference field label with:			System	*System	Yes
5770	INET	iNet Order Pro Printer	1		Store	"*Store, User"	Yes
5771	INET	iNet e-Store Printer	1		Store	*Store	Yes
5782	INET	From e-mail address for e-Statements	a09572a@acehardware.com		System	"*System, Store"	Yes
5786	INET	From e-mail address for e-mail invoices	a09572a@acehardware.com		System	"*System, Store"	Yes
5787	INET	Link on store name			System	"*System, Store"	Yes
5788	INET	iNet Server and Site Name for Store			System	"*System, Store"	Yes
5789	INET	Base URL for self-hosted pages on your iNet site			System	"*System, Store"	Yes
5790	INET	Home page for Order Pro and Accounts On-Line			System	"*System, Store"	Yes
5791	INET	Policies page for e-Store			System	"*System, Store"	Yes
5792	INET	Home page for iNet Catalog and e-Store			System	"*System, Store"	Yes
5794	INET	Signoff page for Order Pro and Accounts On-Line			System	"*System, Store"	Yes
5796	INET	iNet Menu Bar Background Color			System	"*System, Store"	Yes
5798	INET	iNet Menu Bar Font Color			System	"*System, Store"	Yes
5802	INVENTORY	Windows Labels - Allow RQ/CSV labels on this system	No		System	*System	Yes
5804	INVENTORY	"Use the ""Default MSU bin label format"" when printing MSU items?"	No		System	"*System, Store, User, Terminal"	Yes
5810	INVENTORY	Default bin label format used for Windows label printing	RF STYLE		System	"*System, Store, User, Terminal"	Yes
5811	INVENTORY	Default MSU bin label format used for Windows label printing	Template - Comtec Bin. like Triad RF/IST		System	"*System, Store, User, Terminal"	Yes
5812	INVENTORY	Default price label format used for Windows label printing	PRICE TICKET ED		System	"*System, Store, User, Terminal"	Yes
5814	INVENTORY	Default promo label format used for Windows Label Printing	PROMO SIGN 4 per PAGE		System	"*System, Store, User, Terminal"	Yes
5816	INVENTORY	Default 'other' price label format used for Windows label printing	*** View Not Found ***		System	"*System, Store, User, Terminal"	Yes
5818	INVENTORY	Default price label format used for printing from Serial # Maintenance	*** View Not Found ***		System	"*System, Store, User, Terminal"	Yes
5820	INVENTORY	Alternate Vendor #1 for printing alternate item #'s in Label Manager			System	"*System, Store"	Yes
5821	INVENTORY	Alternate Vendor #2 for printing alternate item #'s in Label Manager			System	"*System, Store"	Yes
5822	INVENTORY	Alternate Vendor #3 for printing alternate item #'s in Label Manager			System	"*System, Store"	Yes
5823	INVENTORY	Key used in Label Manager for cost coding	BLACKHORSE		System	*System	Yes
5900	POS	Receipt Top Header Message (Characters 1-32)	THANK YOU FOR SHOPPING AT		Store	"System, *Store, Terminal"	Yes
5901	POS	Receipt Top Header Message (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5904	POS	Receipt Header Message - Line 1 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
5905	POS	Receipt Header Message - Line 1 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5908	POS	Receipt Header Message - Line 2 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
5909	POS	Receipt Header Message - Line 2 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5912	POS	Receipt Trailer Message - Line 1 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
5913	POS	Receipt Trailer Message - Line 1 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5916	POS	Receipt Trailer Message - Line 2 (Characters 1-32)	MUST HAVE RECEIPT FOR RETURN		Store	"System, *Store, Terminal"	Yes
5917	POS	Receipt Trailer Message - Line 2 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5920	POS	Receipt Coupon Message - Line 1 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
5921	POS	Receipt Coupon Message - Line 1 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5924	POS	Receipt Coupon Message - Line 2 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
5925	POS	Receipt Coupon Message - Line 2 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5928	POS	Receipt Coupon Message - Line 3 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
5929	POS	Receipt Coupon Message - Line 3 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5932	POS	Receipt Coupon Message - Line 4 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
5933	POS	Receipt Coupon Message - Line 4 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5936	POS	Receipt Coupon Message - Line 5 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
5937	POS	Receipt Coupon Message - Line 5 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
5950	POS	Print Store Address on Receipt	Yes		Store	"System, *Store"	Yes
5951	POS	Print 'Regular Price' line on POS receipts	No		System	"*System, Store"	Yes
5953	POS	"Print ""Total Items"" count on customer receipt"	No		System	"*System, Store"	Yes
5954	POS	Use Code position for skus excluded from receipt's Total Items count			System	*System	Yes
5955	POS	Use Code value for skus excluded from receipt's Total Items count			System	*System	Yes
5960	POS	EN-Touch Credit card disclaimer message Line 1 Characters 1-32			System	"*System, Store"	Yes
5961	POS	EN-Touch Credit card disclaimer message Line 1 Characters 33-39			System	"*System, Store"	Yes
5964	POS	EN-Touch Credit card disclaimer message Line 2 Characters 1-32			System	"*System, Store"	Yes
5965	POS	EN-Touch Credit card disclaimer message Line 2 Characters 33-39			System	"*System, Store"	Yes
5968	POS	EN-Touch Credit card disclaimer message Line 3 Characters 1-32			System	"*System, Store"	Yes
5969	POS	EN-Touch Credit card disclaimer message Line 3 Characters 33-39			System	"*System, Store"	Yes
5972	POS	EN-Touch Credit card disclaimer message Line 4 Characters 1-32			System	"*System, Store"	Yes
5973	POS	EN-Touch Credit card disclaimer message Line 4 Characters 33-39			System	"*System, Store"	Yes
5980	POS	Force Gift/Cash Card activation	Yes		System	*System	Yes
5981	POS	Gift/Cash Card - print amount remaining on POS receipts/invoices	Yes		System	"*System, Store"	Yes
5982	ALERT	"Record ""Gift Card Activation aborted"" alerts"	Yes		System	*System	Yes
5991	RF	RF POS receipt message 1	Present this ticket to cashier		Store	"System, *Store, Terminal"	Yes
5992	RF	RF POS receipt message 2			Store	"System, *Store, Terminal"	Yes
5993	RF	RF POS receipt message 3			Store	"System, *Store, Terminal"	Yes
6000	POS	User-defined text for Store Voucher - Line 1 (Characters 1-32)	********************************		Store	"System, *Store, Terminal"	Yes
6001	POS	User-defined text for Store Voucher - Line 1 (Characters 33-40)	********		Store	"System, *Store, Terminal"	Yes
6004	POS	User-defined text for Store Voucher - Line 2 (Characters 1-32)	**********  INSTORE VOUCHER  ***		Store	"System, *Store, Terminal"	Yes
6005	POS	User-defined text for Store Voucher - Line 2 (Characters 33-40)	********		Store	"System, *Store, Terminal"	Yes
6008	POS	User-defined text for Store Voucher - Line 3 (Characters 1-32)	********************************		Store	"System, *Store, Terminal"	Yes
6009	POS	User-defined text for Store Voucher - Line 3 (Characters 33-40)	********		Store	"System, *Store, Terminal"	Yes
